magaza,magaza_tipi,tedarikci,tipik_gunluk_talep_adet,stok_toplam_adet,kalan_raf_omru_gun,stok_gun_karsiligi,tukenme_gun_taban_p50,fire_taban_p50,stoksuz_taban_p50,kacan_kar_taban_p50,tukenme_gun_taban_p90,fire_taban_p90,stoksuz_taban_p90,kacan_kar_taban_p90,tukenme_gun_politika_p50,fire_politika_p50,stoksuz_politika_p50,kacan_kar_politika_p50,tukenme_gun_politika_p10,fire_politika_p10,stoksuz_politika_p10,kacan_kar_politika_p10,tukenme_gun_politika_p90,fire_politika_p90,stoksuz_politika_p90,kacan_kar_politika_p90,siparis_toplam,siparis_sayisi,net_kazanc_eur,aciliyet,onay_kritik_stok,onay_fire_riski,onay_belirsiz,max_siparis_tutar_eur,onay_yuksek_tutar,onay_gerekli,onay_sebep
645,a,Schnellware,259.7,325.4,1,1.25,3,0.0,6007.5,12014.7,3,0.0,6813.3,13626.7,4,0.0,277.3,554.9,11,160.4,43.6,87.3,4,0.0,1048.5,2096.7,5729.8,12,11459.8,yuksek,0,0,0,4071.0,1,1,yuksek_tutar
646,a,Rheinland,122.9,96.0,2,0.78,1,0.0,3001.1,6002.7,1,0.0,3317.2,6633.9,1,8.0,712.9,1425.8,1,82.2,537.9,1075.9,1,0.0,1020.4,2040.9,2296.6,8,4528.9,kritik,1,0,0,1991.4,0,1,kritik_stok
647,a,Schnellware,139.1,377.3,1,2.71,4,119.4,3172.5,6345.0,4,78.3,3577.4,7154.5,4,119.4,258.5,517.1,4,243.0,115.7,231.3,4,78.3,663.3,1326.6,2914.0,12,5827.9,normal,0,1,0,2205.0,0,1,fire_riski
648,d,Rheinland,160.7,32.1,2,0.2,1,0.0,3865.7,7731.5,1,0.0,4301.3,8602.8,1,14.4,1034.9,2069.7,1,95.6,784.8,1569.8,1,0.0,1456.2,2912.4,2845.1,8,5575.4,kritik,1,0,0,2505.6,0,1,kritik_stok
649,a,Rheinland,84.3,67.9,2,0.81,3,16.4,2117.7,4235.0,3,0.6,2453.2,4906.0,3,80.7,537.7,1075.0,3,212.0,406.0,812.0,3,14.3,822.4,1644.7,1644.5,8,2774.2,yuksek,0,0,0,1394.4,0,0,yok
650,a,Rheinland,157.3,54.0,2,0.34,1,0.0,3758.8,7517.4,1,0.0,4142.5,8285.2,1,0.0,1012.9,2025.8,1,49.2,756.7,1513.5,1,0.0,1396.7,2793.6,2745.7,8,5491.6,kritik,1,0,0,2451.0,0,1,kritik_stok
651,a,Rheinland,186.5,316.9,2,1.7,3,138.4,4200.6,8401.6,3,114.3,4656.2,9312.3,3,143.8,1015.1,2029.8,3,274.2,766.8,1533.6,3,114.3,1464.9,2929.8,3191.3,8,6339.4,yuksek,0,0,0,2815.2,0,0,yok
652,a,Schnellware,156.5,332.0,1,2.12,4,55.9,3697.7,7396.0,4,3.5,4254.0,8508.4,4,55.9,315.4,630.9,4,219.6,111.9,223.9,4,3.5,842.7,1685.4,3382.5,12,6765.1,normal,0,1,0,2554.8,0,1,fire_riski
653,d,Rheinland,143.3,173.0,2,1.21,3,56.7,3264.6,6529.1,3,38.5,3635.7,7272.1,3,80.8,777.6,1555.1,3,196.7,598.7,1197.6,3,38.5,1124.9,2250.0,2510.9,8,4829.4,yuksek,0,0,0,2173.2,0,0,yok
654,c,Rheinland,148.7,31.5,2,0.21,1,0.0,3810.1,7620.6,1,0.0,4332.2,8664.3,1,118.6,995.9,1992.2,1,313.9,771.6,1543.1,1,33.0,1432.3,2864.7,2932.7,8,4916.8,kritik,1,0,0,2469.6,0,1,kritik_stok
655,d,Rheinland,190.2,225.1,2,1.18,3,7.4,4941.2,9881.9,1,0.0,5730.4,11460.8,3,46.2,1247.7,2495.1,3,293.9,883.9,1767.8,1,0.0,1998.4,3996.3,3732.2,8,7154.0,kritik,1,0,1,3316.2,0,1,kritik_stok|belirsiz
656,d,Schnellware,79.2,219.1,1,2.77,4,57.4,1881.9,3763.5,4,35.8,2095.0,4190.1,4,57.4,137.8,275.5,4,128.2,82.1,164.2,4,35.8,338.8,677.6,1744.0,12,3488.0,normal,0,1,0,1240.8,0,1,fire_riski
657,c,Schnellware,144.5,102.8,1,0.71,1,0.0,3140.5,6281.1,1,0.0,3661.4,7323.0,1,0.0,222.0,444.0,11,104.6,28.7,57.5,1,0.0,743.2,1485.8,2918.5,12,5837.1,kritik,1,0,1,2085.0,0,1,kritik_stok|belirsiz
658,d,Schnellware,145.7,111.7,1,0.77,3,10.1,3312.8,6625.5,1,0.0,3706.7,7413.7,4,10.1,162.4,325.2,11,117.2,31.3,62.7,1,0.0,556.6,1113.4,3150.2,12,6300.3,kritik,1,1,1,2194.8,0,1,kritik_stok|fire_riski|belirsiz
659,d,Schnellware,135.1,380.2,1,2.81,4,149.1,3102.9,6206.0,4,116.9,3452.2,6904.1,4,149.1,272.3,544.8,4,257.9,131.2,262.4,4,116.9,621.3,1242.9,2830.5,11,5661.2,normal,0,1,0,2143.2,0,1,fire_riski
660,a,Schnellware,107.5,123.7,1,1.15,3,0.0,2800.5,5601.3,3,0.0,3210.7,6421.4,4,0.0,190.1,380.0,11,83.5,26.4,52.8,4,0.0,574.5,1149.1,2610.8,12,5221.3,yuksek,0,0,0,1879.8,0,0,yok
661,d,Schnellware,175.4,35.1,1,0.2,1,0.0,4272.1,8544.8,1,0.0,4742.6,9485.2,1,0.0,310.5,621.1,1,104.9,166.1,332.3,1,0.0,780.8,1561.5,3962.0,12,7923.7,kritik,1,0,0,2559.0,0,1,kritik_stok
662,d,Rheinland,201.6,160.7,2,0.8,1,0.0,4917.2,9833.7,1,0.0,5614.3,11228.7,1,106.3,1256.6,2512.9,3,283.9,909.9,1820.0,1,17.6,1865.3,3730.6,3766.6,8,6683.0,kritik,1,0,1,3264.0,0,1,kritik_stok|belirsiz
663,a,Schnellware,110.1,66.9,3,0.61,1,0.0,3595.6,7190.9,1,0.0,4276.2,8552.2,1,0.0,307.5,614.7,1,154.5,102.5,205.1,1,0.0,987.9,1976.0,3287.9,12,6576.2,kritik,1,0,0,2081.4,0,1,kritik_stok
664,d,Nordmann,117.7,203.1,1,1.73,3,18.3,2742.1,5484.5,3,0.0,3121.1,6241.9,3,18.3,390.1,780.4,3,113.8,205.6,411.2,3,0.0,768.8,1537.9,2351.8,17,4704.1,yuksek,0,0,0,1230.0,0,0,yok
665,a,Schnellware,196.9,289.9,3,1.47,3,0.0,4574.0,9148.4,3,0.0,5131.3,10262.2,4,0.0,225.4,450.9,11,122.3,29.7,59.4,4,0.0,758.1,1516.3,4348.8,12,8697.5,yuksek,0,0,0,3127.2,0,0,yok
666,c,Nordmann,167.2,34.2,2,0.2,1,0.0,4230.7,8461.5,1,0.0,4908.8,9817.6,1,0.0,802.1,1603.9,1,132.7,479.2,958.4,1,0.0,1479.9,2960.1,3428.8,17,6857.6,kritik,1,0,0,2187.6,0,1,kritik_stok
667,d,Schnellware,213.3,105.6,1,0.49,1,0.0,4996.3,9992.4,1,0.0,5595.7,11191.5,1,0.0,316.0,631.6,1,125.5,95.3,190.8,1,0.0,915.3,1830.7,4680.4,12,9360.8,kritik,1,0,0,3279.6,0,1,kritik_stok
668,c,Schnellware,218.3,79.3,1,0.36,1,0.0,5146.2,10292.3,1,0.0,5704.1,11408.1,1,0.0,310.8,621.8,1,116.6,130.8,261.5,1,0.0,868.8,1737.6,4835.4,12,9670.5,kritik,1,0,0,3359.4,0,1,kritik_stok
669,d,Rheinland,108.9,64.6,2,0.59,1,0.0,2879.2,5758.2,1,0.0,3275.4,6550.8,1,0.0,767.4,1534.7,1,59.5,516.9,1033.7,1,0.0,1163.6,2327.2,2111.7,8,4223.5,kritik,1,0,0,1892.4,0,1,kritik_stok
670,a,ExpressLog,160.0,43.3,1,0.27,1,0.0,3941.5,7883.2,1,0.0,4376.5,8753.5,1,0.0,304.7,609.2,1,0.0,79.8,159.6,1,0.0,739.8,1479.4,3637.1,23,7274.0,kritik,1,0,0,1383.6,0,1,kritik_stok
671,a,Schnellware,142.4,386.3,1,2.71,4,56.1,3623.7,7247.2,4,5.0,4042.6,8085.4,4,56.1,217.5,435.1,4,212.0,117.3,234.5,4,5.0,605.2,1210.2,3406.1,12,6812.1,normal,0,1,0,2386.2,0,1,fire_riski
672,c,Schnellware,215.9,608.4,1,2.82,4,198.6,4740.4,9480.9,4,139.7,5359.0,10718.2,4,198.6,391.1,781.9,4,390.7,216.7,433.5,4,139.7,1008.1,2016.4,4349.6,11,8699.0,normal,0,1,0,3126.0,0,1,fire_riski
673,d,Rheinland,170.6,88.8,2,0.52,1,0.0,4580.9,9161.4,1,0.0,5175.9,10351.9,1,10.2,1167.3,2334.7,1,142.6,834.9,1669.8,1,0.0,1752.4,3504.9,3423.5,8,6765.5,kritik,1,0,0,3001.8,0,1,kritik_stok
674,a,Rheinland,195.3,39.3,2,0.2,1,0.0,4679.4,9358.3,1,0.0,5362.5,10725.1,1,66.3,1217.9,2435.7,1,274.0,917.4,1835.0,1,0.0,1834.8,3669.7,3527.9,8,6524.8,kritik,1,0,0,3033.6,0,1,kritik_stok
675,a,Schnellware,100.8,45.2,1,0.45,1,0.0,2156.0,4312.2,1,0.0,2592.7,5185.4,1,0.0,185.2,370.5,1,86.9,29.1,58.1,1,0.0,622.1,1243.8,1970.7,12,3941.7,kritik,1,1,0,1415.4,0,1,kritik_stok|fire_riski
676,b,Schnellware,179.4,459.4,1,2.56,2,0.0,5821.2,11642.6,2,0.0,7512.4,15025.0,2,0.0,503.0,1006.3,11,438.2,34.0,67.9,2,0.0,2194.4,4388.6,5318.2,12,10636.3,yuksek,0,1,0,3862.8,0,1,fire_riski
677,d,Schnellware,194.4,66.4,1,0.34,1,0.0,4267.2,8534.2,1,0.0,4860.3,9720.6,1,0.0,300.3,600.4,1,122.3,107.8,215.6,1,0.0,893.4,1786.8,3966.9,12,7933.8,kritik,1,0,0,2785.8,0,1,kritik_stok
678,c,ExpressLog,175.2,525.5,1,3.0,4,186.4,3942.7,7885.7,4,131.7,4506.8,9012.9,4,186.4,275.8,551.2,0,234.2,0.0,0.0,4,131.7,839.4,1678.4,3667.4,22,7334.5,normal,0,0,0,1528.2,0,0,yok
679,a,Schnellware,243.2,565.7,3,2.33,4,113.9,5385.8,10771.9,4,61.2,5917.2,11834.6,4,113.9,314.4,628.9,4,289.5,179.9,360.0,4,61.2,817.0,1634.0,5071.5,12,10143.0,normal,0,0,0,3753.0,0,0,yok
680,c,Schnellware,126.3,208.4,1,1.65,3,0.0,2760.0,5520.3,3,0.0,3267.1,6533.2,4,0.0,163.7,327.4,11,96.8,40.0,80.3,4,0.0,646.0,1291.7,2596.4,12,5192.9,yuksek,0,0,0,1656.0,0,0,yok
681,a,ExpressLog,83.7,251.1,2,3.0,4,84.4,2193.2,4386.0,4,52.2,2536.9,5073.8,4,84.4,168.2,336.7,0,110.9,0.0,0.0,4,52.2,512.3,1024.6,2024.6,22,4049.3,normal,0,0,0,790.2,0,0,yok
682,b,Schnellware,267.4,575.3,1,2.15,3,0.0,7129.5,14258.7,3,0.0,8201.2,16402.9,4,0.0,326.6,653.4,11,256.5,22.9,45.7,4,0.0,1348.7,2697.4,6802.8,12,13605.3,yuksek,0,1,0,4631.4,1,1,fire_riski|yuksek_tutar
683,a,Schnellware,221.6,637.0,1,2.87,4,280.3,4696.6,9392.6,4,229.3,5283.8,10567.5,4,280.3,431.3,862.7,4,464.1,216.7,433.2,4,229.3,1019.0,2037.7,4265.1,11,8529.9,normal,0,1,0,3248.4,0,1,fire_riski
684,d,Schnellware,181.4,211.4,1,1.17,1,0.0,4693.3,9386.8,1,0.0,5528.8,11057.8,1,0.0,280.8,561.4,11,180.3,67.4,134.8,1,0.0,1116.2,2232.4,4412.7,12,8825.4,kritik,1,1,1,3089.4,0,1,kritik_stok|fire_riski|belirsiz
685,a,Schnellware,154.2,174.6,3,1.13,3,0.0,3187.8,6376.1,3,0.0,3759.7,7519.3,4,0.0,281.3,562.8,11,125.6,55.7,111.4,4,0.0,831.3,1662.4,2906.5,12,5813.3,yuksek,0,0,0,2161.8,0,0,yok
686,a,Schnellware,142.6,118.8,1,0.83,3,0.0,3531.5,7063.3,3,0.0,4074.2,8148.1,4,0.0,264.3,528.8,11,108.6,47.8,95.5,4,0.0,783.7,1567.1,3267.2,12,6534.5,yuksek,0,0,0,2346.6,0,0,yok
687,d,Schnellware,202.7,592.6,1,2.92,4,144.4,4766.7,9533.0,4,82.8,5322.9,10645.7,4,144.4,354.6,709.3,4,340.5,211.7,423.4,4,82.8,875.3,1750.4,4411.8,12,8823.7,normal,0,1,0,3185.4,0,1,fire_riski
688,a,Nordmann,83.2,200.6,3,2.41,4,68.4,1981.4,3962.8,4,41.3,2288.4,4577.1,4,68.4,286.3,573.1,4,156.2,140.4,280.5,4,41.3,593.7,1187.3,1694.7,17,3389.7,normal,0,0,0,829.2,0,0,yok
689,d,Rheinland,170.6,83.9,2,0.49,1,0.0,4038.0,8076.9,1,0.0,4532.0,9064.1,1,38.0,1019.0,2038.0,1,159.4,760.9,1522.1,1,0.0,1474.6,2949.2,3057.5,8,5810.9,kritik,1,0,0,2650.2,0,1,kritik_stok
690,a,Schnellware,135.4,170.3,1,1.26,3,0.0,3136.6,6273.0,3,0.0,3534.2,7068.0,4,0.0,143.6,287.1,11,88.9,29.0,58.0,4,0.0,523.4,1046.8,2992.9,12,5985.9,yuksek,0,0,0,2125.8,0,0,yok
691,d,Rheinland,203.2,213.3,2,1.05,3,18.5,4618.4,9236.6,1,0.0,5242.8,10485.3,3,26.9,1157.7,2315.3,3,180.7,826.6,1653.0,1,0.0,1773.4,3547.3,3469.1,8,6870.9,kritik,1,0,1,3094.2,0,1,kritik_stok|belirsiz
692,a,Schnellware,156.1,31.2,1,0.2,1,0.0,3734.6,7469.1,1,0.0,4193.7,8387.4,1,0.0,311.5,622.7,1,102.7,111.8,223.5,1,0.0,770.5,1541.0,3423.3,12,6846.4,kritik,1,0,0,2421.0,0,1,kritik_stok
693,d,ExpressLog,152.4,455.6,1,2.99,4,205.9,3692.5,7385.2,4,158.9,4284.4,8568.9,4,205.9,288.4,576.6,0,244.9,0.0,0.0,4,158.9,880.0,1760.4,3404.5,22,6808.6,normal,0,1,0,1729.8,0,1,fire_riski
694,a,Schnellware,196.4,80.9,3,0.41,1,0.0,4722.2,9444.3,1,0.0,5287.7,10575.3,1,0.0,319.1,638.6,1,126.5,144.2,288.6,1,0.0,884.9,1769.5,4402.9,12,8805.7,kritik,1,0,0,2870.4,0,1,kritik_stok
695,a,Rheinland,124.1,60.8,2,0.49,1,0.0,3030.4,6060.1,1,0.0,3482.4,6964.8,1,97.1,789.5,1578.7,1,244.9,584.1,1168.3,1,20.7,1165.4,2330.8,2337.9,8,3898.8,kritik,1,0,0,1987.2,0,1,kritik_stok
696,a,Schnellware,188.2,172.6,1,0.92,1,0.0,4750.1,9500.4,1,0.0,5368.8,10737.7,1,0.0,221.9,443.9,11,129.4,38.1,76.2,1,0.0,840.6,1681.2,4528.0,12,9056.5,kritik,1,0,1,3164.4,0,1,kritik_stok|belirsiz
697,d,Rheinland,258.6,51.7,2,0.2,1,0.0,6249.0,12498.0,1,0.0,6973.3,13946.6,1,42.4,1665.6,3331.6,1,196.8,1252.8,2505.7,1,0.0,2347.5,4695.2,4625.7,8,8912.0,kritik,1,0,0,4050.6,1,1,kritik_stok|yuksek_tutar
698,a,Schnellware,381.7,256.0,1,0.67,1,0.0,9628.0,19255.2,1,0.0,10615.2,21230.3,1,0.0,529.7,1059.3,1,217.1,207.9,415.8,1,0.0,1517.2,3034.4,9098.0,12,18195.9,kritik,1,0,0,5785.2,1,1,kritik_stok|yuksek_tutar
699,a,Nordmann,204.0,161.0,1,0.79,1,0.0,4526.2,9051.8,1,0.0,5044.8,10089.5,1,0.0,735.3,1470.5,3,108.0,465.9,931.9,1,0.0,1254.1,2508.2,3790.7,17,7581.3,kritik,1,0,1,2237.4,0,1,kritik_stok|belirsiz
700,a,Schnellware,100.6,27.6,1,0.27,1,0.0,2806.4,5612.5,1,0.0,3236.3,6473.1,1,0.0,215.8,431.5,1,90.1,51.1,102.0,1,0.0,645.9,1292.1,2590.5,12,5181.0,kritik,1,0,0,1821.6,0,1,kritik_stok
701,d,ExpressLog,138.5,415.5,1,3.0,4,159.5,3238.3,6476.5,4,115.8,3668.2,7336.4,4,159.5,212.2,424.2,0,196.5,0.0,0.0,4,115.8,642.1,1284.1,3025.9,22,6052.3,normal,0,0,0,1324.2,0,0,yok
702,a,Schnellware,105.9,181.6,1,1.72,3,0.0,2405.9,4812.0,3,0.0,2755.7,5510.7,4,0.0,127.4,255.0,4,93.0,29.7,59.5,4,0.0,459.2,918.4,2278.5,12,4557.0,yuksek,0,0,0,1663.2,0,0,yok
703,a,Nordmann,79.0,48.5,1,0.61,1,0.0,1839.7,3679.7,1,0.0,2065.0,4130.3,1,0.0,307.7,615.5,1,48.1,191.5,382.9,1,0.0,532.9,1066.1,1532.1,17,3064.2,kritik,1,0,0,793.2,0,1,kritik_stok
704,d,Nordmann,251.3,540.6,1,2.15,3,34.7,5990.6,11981.4,3,0.0,6667.5,13334.5,3,34.7,784.0,1568.0,4,245.4,459.3,918.7,3,0.0,1460.7,2921.1,5206.8,17,10413.4,yuksek,0,0,0,2786.4,0,0,yok
705,a,ExpressLog,189.8,270.6,1,1.43,3,130.4,4417.8,8835.7,3,103.4,4978.3,9956.1,3,130.4,276.9,553.8,0,151.7,0.0,0.0,3,103.4,837.2,1674.3,4140.9,23,8281.9,yuksek,0,0,0,1732.8,0,0,yok
706,d,Schnellware,139.6,64.2,1,0.46,1,0.0,3401.3,6802.3,1,0.0,3866.5,7732.8,1,0.0,235.1,470.0,1,101.2,95.0,189.8,1,0.0,700.1,1400.4,3166.3,12,6332.3,kritik,1,0,0,2062.2,0,1,kritik_stok
707,a,Schnellware,197.6,39.5,1,0.2,1,0.0,4850.5,9701.1,1,0.0,5546.9,11093.3,1,0.0,361.5,722.9,1,143.8,129.7,259.5,1,0.0,1057.4,2115.2,4488.9,12,8978.2,kritik,1,0,0,3143.4,0,1,kritik_stok
708,c,Schnellware,102.0,288.5,1,2.83,4,18.8,3071.6,6143.2,3,0.0,3842.0,7683.8,4,18.8,278.1,555.9,4,258.0,126.9,253.7,4,0.0,996.5,1993.0,2793.7,12,5587.3,yuksek,0,1,0,2010.6,0,1,fire_riski
709,a,Schnellware,228.7,298.3,1,1.3,3,0.0,5793.7,11587.6,3,0.0,6703.1,13406.1,4,0.0,351.6,702.9,11,180.0,48.4,96.9,4,0.0,1215.8,2432.0,5442.4,12,10884.7,yuksek,0,0,0,3916.2,0,0,yok
710,d,Rheinland,108.8,110.8,2,1.02,3,4.5,2682.3,5364.6,1,0.0,3095.1,6190.1,3,20.7,689.8,1379.7,3,125.0,478.8,957.7,1,0.0,1086.3,2172.7,2008.7,8,3887.7,kritik,1,0,1,1792.8,0,1,kritik_stok|belirsiz
711,d,ExpressLog,170.1,510.4,1,3.0,4,240.6,3535.7,7070.9,4,197.9,3972.7,7945.7,4,240.6,216.7,433.5,0,276.5,0.0,0.0,4,197.9,654.0,1308.3,3318.6,22,6637.4,normal,0,0,0,1339.8,0,0,yok
712,a,ExpressLog,156.5,469.6,1,3.0,4,195.9,3467.2,6934.4,4,153.9,3886.9,7773.8,4,195.9,206.7,413.1,0,231.7,0.0,0.0,4,153.9,626.3,1252.5,3260.8,22,6521.3,normal,0,0,0,1285.8,0,0,yok
713,a,Schnellware,262.8,182.4,1,0.69,1,0.0,5613.9,11227.8,1,0.0,6469.7,12939.7,1,0.0,337.7,675.6,1,179.0,77.3,154.6,1,0.0,1193.9,2387.4,5276.1,12,10552.2,kritik,1,0,0,3726.0,0,1,kritik_stok
714,d,Rheinland,108.3,58.0,2,0.54,1,0.0,3062.7,6125.1,1,0.0,3533.0,7065.9,1,1.4,821.8,1643.4,1,90.1,542.7,1085.2,1,0.0,1290.9,2581.5,2242.0,8,4473.3,kritik,1,0,0,2005.8,0,1,kritik_stok
715,a,Nordmann,147.9,122.8,1,0.83,3,41.9,3656.1,7312.0,3,17.2,4243.7,8487.5,3,41.9,669.1,1338.2,3,173.5,377.9,755.8,3,17.2,1256.9,2513.8,2987.1,17,5973.8,yuksek,0,0,0,1505.4,0,0,yok
716,d,ExpressLog,139.5,97.9,1,0.7,1,0.0,3360.0,6719.8,1,0.0,3812.6,7625.0,1,0.0,249.7,499.2,1,0.0,18.5,36.9,1,0.0,702.2,1404.4,3110.2,23,6220.6,kritik,1,0,0,1090.2,0,1,kritik_stok
717,d,Schnellware,132.2,49.4,1,0.37,1,0.0,3019.2,6038.6,1,0.0,3426.5,6853.6,1,0.0,239.1,478.3,1,87.1,72.4,144.7,1,0.0,646.6,1293.2,2780.2,12,5560.3,kritik,1,0,0,1972.8,0,1,kritik_stok
718,a,Schnellware,193.7,551.1,1,2.85,4,216.3,4298.2,8596.0,4,178.9,4708.4,9416.4,4,216.3,316.6,633.3,4,350.2,189.8,379.6,4,178.9,726.8,1453.7,3981.3,11,7962.7,normal,0,0,0,2938.2,0,0,yok
719,c,Nordmann,131.2,256.6,1,1.96,4,6.1,2952.4,5904.6,3,0.0,3444.0,6888.1,4,6.1,402.1,804.2,4,142.9,195.4,391.0,3,0.0,893.8,1787.6,2550.3,17,5100.4,yuksek,0,0,0,1698.0,0,0,yok
720,a,Schnellware,174.2,66.6,1,0.38,1,0.0,4131.8,8263.3,1,0.0,4631.6,9263.1,1,0.0,254.8,509.8,1,99.2,96.7,193.5,1,0.0,754.8,1509.6,3876.7,12,7753.5,kritik,1,0,0,2681.4,0,1,kritik_stok
721,a,Schnellware,188.3,250.8,1,1.33,3,0.0,4243.6,8486.9,3,0.0,4742.2,9484.2,4,0.0,165.9,331.9,11,106.0,43.3,86.7,4,0.0,638.5,1277.4,4077.5,12,8155.0,yuksek,0,0,0,2550.6,0,0,yok
722,a,ExpressLog,244.0,669.9,2,2.75,4,260.8,5099.6,10199.2,4,211.4,5682.6,11365.3,4,260.8,283.0,566.2,0,306.1,0.0,0.0,4,211.4,866.2,1732.3,4816.5,22,9633.0,normal,0,0,0,1753.2,0,0,yok
723,d,ExpressLog,168.2,36.9,1,0.22,1,0.0,4659.1,9318.7,1,0.0,5296.5,10593.4,1,0.0,465.0,930.1,1,0.0,133.5,267.0,1,0.0,1102.4,2204.7,4194.3,23,8388.6,kritik,1,0,0,1494.0,0,1,kritik_stok
724,d,ExpressLog,165.9,61.7,1,0.37,1,0.0,4071.4,8142.6,1,0.0,4575.1,9149.7,1,0.0,330.0,660.0,1,0.0,76.1,152.2,1,0.0,833.8,1667.0,3741.2,23,7482.6,kritik,1,0,0,1314.0,0,1,kritik_stok
725,d,Nordmann,140.4,99.3,1,0.71,1,0.0,3301.4,6603.1,1,0.0,3710.8,7421.8,1,0.0,579.5,1159.1,1,77.2,370.3,740.7,1,0.0,988.8,1977.8,2721.8,17,5444.0,kritik,1,0,0,1638.0,0,1,kritik_stok
726,a,Schnellware,258.8,706.6,3,2.73,4,275.6,5944.7,11889.7,4,202.0,6716.0,13431.7,4,275.6,581.7,1163.2,4,507.9,273.6,547.0,4,202.0,1352.6,2705.2,5363.2,11,10726.5,normal,0,0,0,4098.6,1,1,yuksek_tutar
727,a,Schnellware,108.3,325.0,1,3.0,4,133.3,2574.7,5149.1,4,105.0,2869.7,5739.3,4,133.3,218.2,436.6,4,224.2,109.5,219.0,4,105.0,513.4,1026.8,2356.4,11,4712.5,normal,0,0,0,1778.4,0,0,yok
728,d,Schnellware,127.7,376.3,1,2.95,4,123.1,2940.9,5881.9,4,85.2,3314.2,6628.4,4,123.1,237.9,475.9,4,247.1,135.8,271.5,4,85.2,611.1,1222.4,2703.0,11,5406.0,normal,0,0,0,1782.6,0,0,yok
729,c,Rheinland,254.5,50.9,2,0.2,1,0.0,6237.7,12475.3,1,0.0,6977.7,13955.5,1,55.1,1661.9,3323.5,1,265.8,1289.4,2578.9,1,0.0,2346.8,4693.4,4631.1,8,8821.2,kritik,1,0,0,4042.8,1,1,kritik_stok|yuksek_tutar
730,c,Schnellware,197.7,86.8,1,0.44,1,0.0,4316.3,8632.5,1,0.0,4934.6,9869.1,1,0.0,287.1,574.2,1,127.1,104.2,208.6,1,0.0,905.3,1810.9,4029.2,12,8058.3,kritik,1,0,0,2749.8,0,1,kritik_stok
731,a,Rheinland,223.5,184.1,2,0.82,3,6.8,5178.1,10356.7,1,0.0,5757.3,11514.4,3,52.8,1238.9,2477.9,3,247.9,956.3,1912.7,1,0.0,1771.8,3543.6,3985.4,8,7602.8,kritik,1,0,1,3442.8,0,1,kritik_stok|belirsiz
732,a,Schnellware,131.2,46.7,1,0.36,1,0.0,5271.5,10542.9,1,0.0,6830.2,13660.5,1,0.0,705.0,1409.8,1,339.0,226.0,451.7,1,0.0,2263.6,4527.4,4566.6,12,9133.1,kritik,1,0,0,2887.8,0,1,kritik_stok
733,b,Rheinland,370.1,332.2,2,0.9,1,0.0,10224.8,20449.2,1,0.0,11261.4,22522.7,1,154.5,3303.3,6606.2,1,498.0,2829.3,5658.7,1,2.4,4187.8,8375.4,7076.0,8,12916.0,kritik,1,0,0,6786.6,1,1,kritik_stok|yuksek_tutar
734,a,Schnellware,141.0,216.2,1,1.53,3,0.0,3074.5,6149.3,3,0.0,3549.6,7100.0,4,0.0,224.1,447.8,4,124.1,55.9,111.9,4,0.0,679.7,1359.3,2850.7,12,5701.5,yuksek,0,0,0,2115.6,0,0,yok
735,d,Schnellware,129.7,264.8,3,2.04,4,54.0,2834.4,5669.1,4,16.8,3233.1,6466.1,4,54.0,271.9,543.9,4,173.7,116.1,232.1,4,16.8,651.1,1302.0,2562.7,12,5125.2,normal,0,0,0,1957.8,0,0,yok
736,c,Schnellware,128.2,274.5,1,2.14,4,48.0,2774.8,5549.3,4,11.7,3130.3,6260.4,4,48.0,179.5,359.0,4,160.3,91.1,182.1,4,11.7,513.8,1027.9,2595.3,12,5190.3,normal,0,1,0,1893.0,0,1,fire_riski
737,a,Schnellware,145.6,427.7,1,2.94,4,164.5,3218.9,6437.7,4,121.6,3669.0,7337.6,4,164.5,315.7,631.5,4,304.8,140.8,281.5,4,121.6,765.6,1531.4,2903.1,11,5806.2,normal,0,0,0,2238.6,0,0,yok
738,d,Nordmann,207.0,323.7,3,1.56,3,0.0,4752.0,9504.4,3,0.0,5352.3,10704.7,3,0.0,690.2,1380.6,3,122.1,373.5,747.1,3,0.0,1290.7,2580.8,4061.9,17,8123.8,yuksek,0,0,0,2427.6,0,0,yok
739,d,Schnellware,227.6,83.5,1,0.37,1,0.0,6045.0,12090.1,1,0.0,6898.1,13796.3,1,0.0,456.0,911.8,1,184.5,173.0,346.0,1,0.0,1309.0,2618.0,5589.1,12,11178.3,kritik,1,0,0,3939.6,0,1,kritik_stok
740,d,Schnellware,167.4,91.1,1,0.54,1,0.0,4319.6,8639.6,1,0.0,4900.1,9799.9,1,0.0,298.2,596.2,1,124.1,109.2,218.3,1,0.0,878.2,1756.5,4021.8,12,8043.4,kritik,1,0,0,2790.0,0,1,kritik_stok
741,d,Nordmann,184.0,551.9,1,3.0,4,170.2,4396.2,8792.1,4,117.4,4903.2,9806.4,4,170.2,557.0,1114.3,4,334.7,310.9,621.9,4,117.4,1064.3,2128.5,3838.8,17,7677.8,normal,0,0,0,2230.2,0,0,yok
742,d,Rheinland,194.4,168.8,2,0.87,1,0.0,4481.4,8962.8,1,0.0,5056.2,10112.9,1,25.6,1122.9,2245.8,3,154.7,812.6,1625.1,1,0.0,1672.3,3344.7,3383.9,8,6563.4,kritik,1,0,1,2989.2,0,1,kritik_stok|belirsiz
